context,emotional_conclusion
Ayah dari Ayah saya bernama Pekak.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Bibi saya mengajak saya untuk ke Banjar untuk menyama braya dengan warga di desa.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Setelah membuat makanan untuk persiapan upacara agama, saya dan keluarga selalu ngejot ke tetangga dan warga sekitar rumah.",Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Pak Klian mengingatkan warga nya untuk acara ngayah di Pura.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Pak Lurah mengingatkan kepada para klian untuk sangkep di kantor desa.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Sekaa truna-truni di desa adat sedang menyiapkan ogoh-ogoh untuk hari pangrupukan sejari sebelum Nyepi.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Putu menikah dengan Agung dan mendapat sebutan jero di keluarganya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ida Ayu dan Ida Bagus memiliki kasta yang sama.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Yuni melaksanakan magedong-gedongan pada usia kehamilan 7 bulan.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ari melakukan pengelukatan saat hamil.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Gung Anya meminum air kelapa muda di kehamilan usia 8 bulan.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ika melakukan otonan saat hamil.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Setelah melahirkan, Rina dan Budi nyebel dengan tidak ke sanggah selama abulan pitung dina.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Gede mengubur ari-ari bayi nya di pekarangan rumah bersama ayahnya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Bayi Onik baru saja kepus pungset setelah seminggu.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Keluarga agus menyiapkan upacara abulan pitung dina atau satu bulan tujuh hari untuk bayinya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Bayi Mita jika sedang batuk dan pilek biasanya maboreh beras dan jahe.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Diana memandikan anaknya di kolam berenang karet.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Masvika menyiapkan banten otonan pertama bayinya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayuning membuat jus untuk anaknya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Keluarga Juna menyiapkan upacara menek kelih untuk Juna.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayah selalu mengajak saya berdiskusi di Bale dangin.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Permasalahan di rumah selalu didiskusikan bersama oleh orang tua saya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Kakek saya meninggal di rumah setelah sakit selama seminggu.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Nenek Dina baru saja meninggal.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Abril mengabari sanak saudara ketika neneknya meninggal.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Jenazah paman Aurel dititipkan di rumah sakit.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayuni mengikuti prosesi ngaben massal ngangkit layon di Desa nya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Eka dan keluarga menyelesaikan prosesi mekinsan ring gumi bibinya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Yoni pergi rumah duka kakak sepupunya menggunakan pakaian adat madia.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Wayan menggunakan pakaian adat lengkap ke acara ngaben temannya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayah Denada membagi warisan yang sama untuk anak-anaknya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Windi mendapatkan warisan motor dan mobil dari ayahnya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Nengah sedang mempersiapkan gebogan untuk Hari Raya Saraswati.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Edi dan adik-adiknya sedang meracik bumbu untuk makanan di Hari Raya Galungan.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Ibu memasang hiasan gantung-gantungan di sanggah menjelang Hari Raya Kuningan.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Bibi memasak nasi kuning untuk Hari Raya Kuningan.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Keluarga besar saya berkumpul di kampung halaman untuk merayakan Hari Raya Galungan.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ibu menyiapkan buku-buku untuk disembahyangkan saat Hari Raya Saraswati.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Saya dan keluarga merayakan Hari Raya Nyepi di rumah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Juni makemit di Pura saat Hari Raya Siwaratri.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ajik melaksanakan Tawur Agung saat Hari Raya Pangrupukan Nyepi.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Adi pergi ke pantai untuk mebanyu pinaruh setelah Hari Raya Saraswati.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Komang Jaya menanam padi di sawah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Nengah sedang menanam buah naga.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Pekak menyiram sawi di sawah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Anjani sedang memupuk tanaman.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Yudi sedang manyi di sawah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Meme ngedig padi bersama bibi.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Komang membeli bahan sentrat untuk unggasnya.,Cerita ini menunjukkan keterikatan masyarakat terhadap budaya lokal melalui konsumsi produk khas daerah.
Purna sedang ngangon sapi dengan adiknya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Kakek membuat bada untuk ubuh-ubuhannya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Aril menyabit rumput di ladang.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Wayan sedang mencari pakan untuk babinya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Bibi sedang memilih babinya yang siap di jual.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Mita membeli ayam di pasar.,Cerita ini menunjukkan keterikatan masyarakat terhadap budaya lokal melalui konsumsi produk khas daerah.
Surya mahir memainkan alat musik gender.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayah mengoleksi alat musik rindik di rumah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Adik adalah salah satu anggota sekaa gong di Banjar.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Vevina menyanyikan lagu tradisional ratu anom.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ibu sedang makidung di pura.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Anugrah gemar menari Bali.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Cinta menarikan tari Cendrawasih.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayuning sedang ngayah menari Rejang Dewa di Pura.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayunda menjadi salah satu duta tari Bali di Pesta Kesenian Bali.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Sekaa Truna Truni mengadakan pergelaran di malam bazzar.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Bima dan kawan-kawannya sedang menonton seni lawak bali di Pesta Kesenian Bali.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Dewa menjadi salah satu penari kecak di Asian Games 2018.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Yuli mengajar sastra Bahasa Bali.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Wijayanti sedang belajar Mesatua Bali.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Juwita bermain curik-curik di halaman sekolah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Tristan sangat senang bermain juru pencar.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Citra bermain meong-meong di lapangan alun-alun kota.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Puspa bermain Gale-gale/gobak sodor di lapangan sekolah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ibu mejejaitan di waktu senggang.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayah bermain catur dengan paman.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Sebelum mulai jam sekolah, para murid melakukan pembiasaan bersama di sekolah.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Gung Anya mengendarai sepeda motor ke sekolah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Vina menggunakan aplikasi ojek online untuk pergi ke sekolah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Putu Ayu dan ayahnya sedang bebincang di bale delod.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Kadek sedang memanten di merajan rumah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ketut dan keluarganya sedang berdikusi di Bale dangin.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Mbok tu menyiapkan sarapan di pagi hari.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Luh Putu mebanten canang setiap hari.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Arya selalu melakukan Trisandya setiap hari.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Didik merasa takut ketika melewati jalan di tengah hutan pada saat hari menjelang malam.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Pohon besar dekat rumah Rudi diberikan kain hitam dan putih oleh warga setempat.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Bibi dan paman mengikuti serangkaian upacara adat di Pura Desa.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayah menghadiahkan Indra motor vespa.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Sita senang membuat lulur tradisional.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ibu membuatkan kakak teh jahe setiap pagi.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Made menggunakan boreh untuk luka lebam.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayah membuatkan boreh untuk Adinda yang sedang sakit pilek.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Sefia seperti taluh apit batu.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Sabtu pagi, Ibu menyediakan ubi keladi untuk sarapan.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Rabu siang, Nona makan jagung katemak.",Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
"Hari ini, Ibu Ana ingin makan jagung Bose.",Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Ani membuat Lu'at untuk makan malam.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Menu makan malam hari ini adalah nasi dan sambal kering tempe.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Ega pulang dari Kupang dan membawa oleh-oleh berupa makanan ringan.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Ina Dian baru pulang dari Sabu.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Sari membeli oleh-oleh dari Alor.,Cerita ini menunjukkan keterikatan masyarakat terhadap budaya lokal melalui konsumsi produk khas daerah.
Erik bertamu ke rumah temannya yang berasal dari Flores.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Moke adalah minuman khas dari NTT.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Herman suka makan jagung ketemak.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Ena Ria harus segera menumis sayur.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ama Roki membeli daging se'i.,Cerita ini menunjukkan keterikatan masyarakat terhadap budaya lokal melalui konsumsi produk khas daerah.
Rika akan membuat sayur daun ubi.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Mirna diberikan jagung titi oleh Adi.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Riska ingin sekali memakan buah kusambi.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
